order_no,order_date,customer_name,city,state,customer_type,account_manager,order_priority,product_name,product_category,product_container,ship_mode,ship_date,cost_price,retail_price,profit_margin,order_quantity,sub_total,discount_pct,discount_amt,order_total,shipping_cost,year,month,quarter,ship_delay_days,unit_margin,gross_profit_estimate,discount_pct_decimal,discount_band
5047-1,2015-05-01,Chad McGuire,Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Small Box,Regular Air,2015-05-02,8.71,14.28,5.57,32,335.35,10.0,33.53,303.24,2.99,2015,5,2,1,5.57,178.24,0.1,Medium
5047-1,2015-03-16,Candos Bawlak,Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 487 Labels,Office Supplies,Small Pack,Regular Air,2015-03-16,2.29,3.69,1.4,50,215.76,8.0,12.78,113.07,0.5,2015,3,1,0,1.4,70.0,0.08,Medium
5047-1,2014-10-04,Patrick OBrill,Sydney,NSW,Small Business,Tina Carlton,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2014-10-06,13.88,22.38,8.5,6,471.0,3.0,0.0,470.84,15.1,2014,10,4,2,8.5,51.0,0.03,Low
5048-1,2013-05-26,Denny Ordway,Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths Standard Envelopes,Technology,Large Box,Regular Air,2013-05-26,3.52,5.68,2.16,29,136.32,0.0,9.05,128.14,1.39,2013,5,2,0,2.16,62.64,0.0,No Discount
5048-1,2014-09-22,Magdelene Mosse,Sydney,NSW,Corporate,Tina Carlton,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2014-09-22,1.18,1.88,0.7,34,41.0,3.0,3.3,38.94,1.49,2014,9,3,0,0.7,23.8,0.03,Low
5048-1,2013-06-15,Scott Cohen,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-06-17,3.52,5.68,2.16,39,138.52,8.0,9.0,128.02,1.39,2013,6,2,2,2.16,84.24,0.08,Medium
5049-1,2015-10-20,Eva Jacobs,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2015-10-24,1.09,2.6,1.51,1,7.95,0.0,0.63,7.24,2.4,2015,10,4,4,1.51,1.51,0.0,No Discount
5049-1,2013-05-29,Thais Sissman,Sydney,NSW,Corporate,Tina Carlton,High,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,2013-05-29,0.94,2.08,1.14,13,8.32,4.0,0.17,8.15,2.56,2013,5,2,0,1.14,14.82,0.04,Low
5050-1,2016-09-06,Benjamin Patterson,Sydney,NSW,Consumer,Natasha Song,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2016-09-08,54.29,90.48,36.19,46,6480.48,4.0,68.84,5365.38,19.99,2016,9,3,2,36.19,1664.74,0.04,Low
5050-1,2013-04-19,Craig Carroll,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,2013-04-20,5.33,8.6,3.27,25,309.6,10.0,18.58,291.02,6.19,2013,4,2,1,3.27,81.75,0.1,Medium
5050-1,2013-07-30,Keith Herrera,Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013-07-31,10.07,15.98,5.91,38,859.24,3.0,57.59,817.53,4.0,2013,7,3,1,5.91,224.58,0.03,Low
5051-1,2013-03-27,Erica Smith,Sydney,NSW,Small Business,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2013-03-27,3.32,5.18,1.86,41,147.24,8.0,8.68,126.76,2.04,2013,3,1,0,1.86,76.26,0.08,Medium
5051-1,2014-06-23,Frank Hawley,Sydney,NSW,Corporate,Samantha Chairs,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2014-06-23,6.39,19.98,13.59,36,123.42,5.0,11.54,120.74,4.0,2014,6,2,0,13.59,489.24,0.05,Low
5052-1,2014-03-06,Delfina Latchford,Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2014-03-07,1.84,2.88,1.04,7,498.5,4.0,39.85,455.5,0.99,2014,3,1,1,1.04,7.28,0.04,Low
5055-1,2016-11-16,Jonathan Doherty,Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,2016-11-16,13.88,22.38,8.5,30,135.34,8.0,0.0,138.44,15.1,2016,11,4,0,8.5,255.0,0.08,Medium
5055-1,2013-09-11,Liz Willingham,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Premium Bright 1-Pary Blumk Carr Poncils,Technology,Small Box,Regular Air,2013-08-13,1.59,3.28,1.71,1,356.12,0.0,0.0,356.12,0.98,2013,9,3,-29,1.69,1.69,0.0,No Discount
5055-1,2015-05-22,Eva Jacobs,Sydney,NSW,Home Office,Nicholas Fernandes,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2015-05-24,4.79,11.97,7.18,12,365.92,2.0,0.0,356.12,5.81,2015,5,2,2,7.18,86.16,0.02,Low
5055-1,2014-02-23,Erica Hackney,Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2014-02-26,1.53,2.78,1.25,25,356.92,7.0,0.0,356.12,1.34,2014,2,1,3,1.25,31.25,0.07,Medium
5055-1,2013-09-18,Fred Wasserman,Sydney,NSW,Corporate,Leighton Forrest,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2013-09-25,1.53,2.78,1.25,23,356.12,2.0,0.0,356.12,1.34,2013,9,3,7,1.25,28.75,0.02,Low
5055-1,2013-04-27,Noah Childs,Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Technology,Large Box,Regular Air,2013-04-28,12.39,19.98,7.59,16,356.12,0.0,0.0,356.12,5.77,2013,4,2,1,7.59,121.44,0.0,No Discount
5055-1,2014-03-27,Miran Bettner,Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,2014-04-03,12.39,19.98,7.59,32,356.12,10.0,0.0,356.12,5.77,2014,3,1,7,7.59,242.88,0.1,Medium
5055-1,2013-04-26,Thomas Boland,Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-26,4.79,11.97,7.18,39,356.12,8.0,0.0,356.12,5.81,2013,4,2,0,7.18,280.02,0.08,Medium
5055-1,2013-04-23,Eudokia Martin,Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,2013-04-25,4.79,11.97,7.18,43,356.12,3.0,0.0,356.12,5.81,2013,4,2,2,7.18,308.74,0.03,Low
5055-1,2016-04-03,Christina Vanderzanden,Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,2016-04-03,3.65,5.98,2.33,12,55.6,10.0,2.52,53.28,1.49,2016,4,2,0,2.33,27.96,0.1,Medium
5055-1,2013-04-27,Noah Childs,Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,Office Supplies,Small Box,Regular Air,2013-04-28,2.25,3.69,1.44,29,356.12,3.0,0.0,356.12,2.5,2013,4,2,1,1.44,41.76,0.03,Low
5056-1,2014-05-07,Grant Carroll,Sydney,NSW,Consumer,Aanya Zhang,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,2014-05-09,1.09,1.82,0.73,2,53.76,3.0,2.04,52.72,1.0,2014,5,2,2,0.73,1.46,0.03,Low
5056-1,2014-02-24,Chad McGuire,Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 474 Labels,Furniture,Large Box,Regular Air,2014-02-25,1.84,2.88,1.04,2,55.44,7.0,0.91,54.33,0.99,2014,2,1,1,1.04,2.08,0.07,Medium
5058-1,2017-02-02,Cindy Chapman,Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,2017-02-04,13.64,20.98,7.34,49,806.22,7.0,43.57,851.97,1.49,2017,2,1,2,7.34,359.66,0.07,Medium
5058-1,2013-04-20,Laura Armstrong,Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2013-04-22,3.52,5.68,2.16,33,136.24,4.0,1.28,127.16,1.39,2013,4,2,2,2.16,71.28,0.04,Low
5059-1,2015-04-08,Carol Triggs,Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,2015-04-09,3.32,5.18,1.86,7,449.84,7.0,4.48,442.84,2.04,2015,4,2,1,1.86,13.02,0.07,Medium
5059-1,2013-03-26,Mick Brown,Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,2013-03-28,3.32,5.18,1.86,8,139.44,9.0,4.31,132.65,2.04,2013,3,1,2,1.86,14.88,0.09,Medium
5059-1,2014-04-04,Jesus Ocampo,Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2014-04-05,2.29,3.69,1.4,47,160.54,3.0,1.61,158.93,0.5,2014,4,2,1,1.4,65.8,0.03,Low
5059-1,2015-05-29,Cindy Schnelling,Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015-05-31,5.33,8.6,3.27,32,61.36,3.0,4.84,56.9,6.19,2015,5,2,2,3.27,104.64,0.03,Low
5059-1,2014-05-03,Christy Brittain,Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 477 Labels,Technology,Medium Box,Regular Air,2014-05-05,3.14,4.91,1.77,25,176.32,5.0,19.61,158.93,0.5,2014,5,2,2,1.77,44.25,0.05,Low
5059-1,2013-04-28,Barry Weirich,Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2013-04-28,6.39,19.98,13.59,45,139.86,4.0,1.4,138.46,4.0,2013,4,2,0,13.59,611.55,0.04,Low
5059-1,2015-06-27,Arianne Irving,Melbourne,VIC,Consumer,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,2015-06-27,2.29,3.58,1.29,37,151.46,6.0,9.12,127.56,1.63,2015,6,2,0,1.29,47.73,0.06,Medium
5059-1,2013-12-08,Larry Tron,Sydney,NSW,Home Office,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,2013-12-08,4.46,10.89,6.43,10,163.32,1.0,3.76,158.56,4.5,2013,12,4,0,6.43,64.3,0.01,Low
5059-1,2015-06-24,Beth Paige,Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2015-06-25,1.84,2.88,1.04,37,165.92,4.0,5.4,158.96,0.99,2015,6,2,1,1.04,38.48,0.04,Low
5059-1,2015-02-03,Carlos Soltero,Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2015-02-15,1.92,3.26,1.34,35,151.29,3.0,1.51,149.75,1.86,2015,2,1,12,1.34,46.9,0.03,Low
5059-2,2015-01-20,Saphhira Shifley,Sydney,NSW,Corporate,Preston Senome,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,2015-01-21,3.32,5.18,1.86,41,53.24,8.0,1.19,52.93,2.04,2015,1,1,1,1.86,76.26,0.08,Medium
5060-1,2013-04-27,Noah Childs,Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,2013-04-28,1.18,1.88,0.7,42,35.96,0.0,0.0,35.96,1.49,2013,4,2,1,0.7,29.4,0.0,No Discount
5060-1,2013-05-05,Dave Kipp,Melbourne,VIC,Home Office,Yvette Biti,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2013-05-10,10.07,15.98,5.91,50,538.38,9.0,58.19,522.39,4.0,2013,5,2,5,5.91,295.5,0.09,Medium
5060-1,2015-06-27,Lauren Leatherbury,Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2015-06-29,2.31,3.78,1.47,38,13.38,6.0,0.13,13.13,0.71,2015,6,2,2,1.47,55.86,0.06,Medium
5062-1,2013-04-30,Pamela Stobb,Sydney,NSW,Consumer,Leighton Forrest,Low,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2013-05-02,10.07,15.98,5.91,31,623.22,0.0,56.09,567.13,4.0,2013,4,2,2,5.91,183.21,0.0,No Discount
5062-1,2015-03-04,Tracy Poddar,Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015-03-06,1.6,2.62,1.02,25,66.35,10.0,3.97,64.95,0.8,2015,3,1,2,1.02,25.5,0.1,Medium
5063-1,2014-02-15,Yana Sorensen,Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2014-02-20,4.53,7.3,2.77,37,77.8,4.0,2.52,74.94,7.72,2014,2,1,5,2.77,102.49,0.04,Low
5064-1,2013-05-02,Nat Carroll,Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2013-05-03,5.33,8.6,3.27,23,599.76,5.0,59.98,539.78,6.19,2013,5,2,1,3.27,75.21,0.05,Low
5064-1,2013-05-02,Dan Campbell,Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,2013-05-02,36.02,58.1,22.08,9,599.76,3.0,59.98,539.78,1.49,2013,5,2,0,22.08,198.72,0.03,Low
5064-1,2015-08-14,Jiner Carlon,Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,2015-08-15,5.33,8.6,3.27,13,433.48,2.0,12.04,420.84,6.19,2015,8,3,1,3.27,42.51,0.02,Low
5064-1,2013-10-11,Stephanie Ulpright,Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,2013-10-12,2.74,4.49,1.75,38,48.4,9.0,2.47,45.34,1.49,2013,10,4,1,1.75,66.5,0.09,Medium
5064-1,2013-05-02,Nat Carroll,Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,2013-05-03,36.02,58.1,22.08,15,599.76,4.0,59.98,539.78,1.49,2013,5,2,1,22.08,331.2,0.04,Low
5064-1,2013-05-02,Grant Carroll,Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2013-05-03,1.94,3.08,1.14,19,599.76,10.0,59.98,532.78,0.99,2013,5,2,1,1.14,21.66,0.1,Medium
5065-1,2013-06-20,Giulietta Dortch,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2013-06-22,1.84,2.88,1.04,2,56.78,7.0,1.2,53.04,0.99,2013,6,2,2,1.04,2.08,0.07,Medium
5066-1,2013-05-02,Troy Staebel,Sydney,NSW,Consumer,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,2013-05-03,16.85,27.18,10.33,26,1357.2,8.0,67.86,1289.34,8.33,2013,5,2,1,10.33,268.58,0.08,Medium
5068-1,2013-07-30,Panelope Sewall,Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Express Air,2013-07-31,3.52,5.68,2.16,8,113.6,10.0,7.95,105.65,1.39,2013,7,3,1,2.16,17.28,0.1,Medium
5068-1,2013-05-03,Christina Vanderzanden,Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,Technology,Small Box,Regular Air,2013-05-03,8.82,20.99,12.17,12,579.2,0.0,0.0,538.3,4.81,2013,5,2,0,12.17,146.04,0.0,No Discount
5069-1,2013-02-11,Biman Radorston,Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,2013-02-12,1.53,2.47,0.94,42,119.8,5.0,4.89,116.37,1.02,2013,2,1,1,0.94,39.48,0.05,Low
5070-1,2014-10-29,Mike Gockenbach,Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2014-10-21,3.52,5.68,2.16,29,91.14,3.0,5.65,87.49,1.39,2014,10,4,-8,2.16,62.64,0.03,Low
5070-1,2013-07-30,Corinna Mitchell,Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Technology,Small Box,Express Air,2013-07-31,5.5,12.22,6.72,27,431.78,10.0,58.53,392.63,2.85,2013,7,3,1,6.72,181.44,0.1,Medium
5071-1,2013-05-07,Grant Carroll,Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2013-05-09,2.45,3.89,1.44,5,91.28,7.0,5.37,85.73,7.01,2013,5,2,2,1.44,7.2,0.07,Medium
5071-1,2013-10-04,Carlos Daly,Sydney,NSW,Consumer,Charlie Bui,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,2013-10-05,2.87,6.84,3.97,43,230.96,6.0,6.75,213.83,4.42,2013,10,4,1,3.97,170.71,0.06,Medium
5071-1,2014-04-04,Jesus Ocampo,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,2014-04-05,2.25,3.69,1.44,25,137.48,10.0,5.21,122.73,2.5,2014,4,2,1,1.44,36.0,0.1,Medium
5071-1,2015-07-18,Susan Vittorini,Melbourne,VIC,Consumer,Yvette Biti,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,2015-07-20,3.4,5.4,2.0,47,80.86,3.0,18.25,88.11,7.78,2015,7,3,2,2.0,94.0,0.03,Low
5072-1,2014-06-08,John Lee,Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,2014-06-10,2.18,3.52,1.34,18,93.36,1.0,9.65,88.09,6.83,2014,6,2,2,1.34,24.12,0.01,Low
5075-1,2013-05-05,Dave Kipp,Melbourne,VIC,Small Business,Yvette Biti,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,2013-05-10,10.07,15.98,5.91,49,543.32,5.0,54.33,488.99,4.0,2013,5,2,5,5.91,289.59,0.05,Low
5075-1,2013-05-05,Christopher Schild,Sydney,NSW,Home Office,Tina Carlton,High,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,2013-05-06,10.07,15.98,5.91,7,543.32,3.0,54.33,488.99,4.0,2013,5,2,1,5.91,41.37,0.03,Low
5076-1,2013-08-01,Cynthia Arntzen,Sydney,NSW,Consumer,Tina Carlton,Low,Smiths File Caddy,Office Supplies,Wrap Bag,Regular Air,2013-08-02,4.03,9.38,5.35,23,273.32,9.0,4.76,261.79,7.28,2013,8,3,1,5.35,123.05,0.09,Medium
5076-1,2013-09-11,Pauline Webber,Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2013-09-21,3.52,5.68,2.16,33,518.96,8.0,4.35,512.69,1.39,2013,9,3,10,2.16,71.28,0.08,Medium
5076-1,2013-03-07,Sean ODonnell,Melbourne,VIC,Home Office,Yvette Biti,Critical,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2013-03-10,1.19,1.98,0.79,43,58.0,1.0,3.42,53.58,4.77,2013,3,1,3,0.79,33.97,0.01,Low
5077-1,2013-03-26,Mick Brown,Sydney,NSW,Corporate,Mihael Khan,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2013-03-28,2.5,5.68,3.18,46,133.44,4.0,4.0,129.44,3.6,2013,3,1,2,3.18,146.28,0.04,Low
5078-1,2013-05-31,Rick Duston,Sydney,NSW,Corporate,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2013-05-31,3.42,8.34,4.92,44,283.52,7.0,2.35,264.59,2.64,2013,5,2,0,4.92,216.48,0.07,Medium
5078-1,2014-12-27,Todd Boyes,Sydney,NSW,Home Office,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2014-12-29,3.52,5.68,2.16,16,125.02,10.0,3.15,126.71,1.39,2014,12,4,2,2.16,34.56,0.1,Medium
5079-1,2014-05-19,Vicky Freymann,Sydney,NSW,Corporate,Samantha Chairs,High,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2014-05-19,1.09,2.6,1.51,10,154.98,4.0,9.4,146.78,2.4,2014,5,2,0,1.51,15.1,0.04,Low
5079-1,2014-01-14,Fred Wasserman,Sydney,NSW,Home Office,Leighton Forrest,Medium,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2014-01-17,2.26,3.58,1.32,4,152.04,9.0,12.52,122.78,5.47,2014,1,1,3,1.32,5.28,0.09,Medium
5080-1,2015-05-01,Chad McGuire,Sydney,NSW,Consumer,Samantha Chairs,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,2015-05-02,2.26,3.58,1.32,42,381.2,6.0,22.52,259.99,5.47,2015,5,2,1,1.32,55.44,0.06,Medium
5083-1,2013-05-14,Eudokia Martin,Melbourne,VIC,Corporate,Connor Betts,Low,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-15,54.52,100.97,46.45,42,1514.55,1.0,151.46,1363.1,7.18,2013,5,2,1,46.45,1950.9,0.01,Low
5083-1,2013-05-10,Thomas Boland,Sydney,NSW,Home Office,Mihael Khan,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2013-05-11,54.52,100.97,46.45,34,1514.55,7.0,151.46,1363.1,7.18,2013,5,2,1,46.45,1579.3,0.07,Medium
5083-1,2014-02-03,Mathew Reese,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014-02-04,54.52,100.97,46.45,23,1514.55,7.0,121.26,1363.1,7.18,2014,2,1,1,46.45,1068.35,0.07,Medium
5083-1,2013-06-18,Beth Thompson,Sydney,NSW,Corporate,Mihael Khan,High,Binder Posts,Technology,Jumbo Drum,Delivery Truck,2013-06-20,3.5,5.74,2.24,13,57.0,4.0,3.42,53.58,5.01,2013,6,2,2,2.24,29.12,0.04,Low
5084-1,2013-05-13,Alex Russell,Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,2013-05-15,2.52,4.0,1.48,35,76.0,4.0,6.84,69.16,1.3,2013,5,2,2,1.48,51.8,0.04,Low
5084-1,2013-05-13,Alex Russell,Melbourne,VIC,Small Business,Connor Betts,Medium,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,2013-05-15,2.52,4.0,1.48,36,76.0,3.0,6.84,69.16,1.3,2013,5,2,2,1.48,53.28,0.03,Low
5086-1,2015-05-06,Michelle Lonsdale,Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Smiths Colored Bar Computer Paper,Office Supplies,Wrap Bag,Regular Air,2015-05-08,21.97,35.44,13.47,40,581.88,3.0,58.19,523.69,4.92,2015,5,2,2,13.47,538.8,0.03,Low
5086-1,2013-05-14,Sean ODonnell,Melbourne,VIC,Home Office,Yvette Biti,High,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,2013-05-15,13.88,22.38,8.5,48,581.88,10.0,58.19,523.69,15.1,2013,5,2,1,8.5,408.0,0.1,Medium
5087-1,2013-05-14,Scot Wooten,Sydney,NSW,Corporate,Nicholas Fernandes,Medium,"DrawIt Colored Pencils, 48-Color Set",Technology,Small Box,Regular Air,2013-05-16,21.56,36.55,14.99,16,1644.75,10.0,164.48,1480.28,13.89,2013,5,2,2,14.99,239.84,0.1,Medium
5087-1,2016-05-10,Roy Collins,Sydney,NSW,Consumer,Natasha Song,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2016-05-12,156.5,300.97,144.47,42,6949.55,0.0,513.98,6465.53,7.18,2016,5,2,2,144.47,6067.74,0.0,No Discount
5088-1,2015-05-18,Sibella Parks,Melbourne,VIC,Small Business,Connor Betts,Critical,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,2015-05-18,10.07,15.98,5.91,23,580.32,2.0,52.17,583.86,4.0,2015,5,2,0,5.91,135.93,0.02,Low
5089-1,2014-07-25,Philip Brown,Melbourne,VIC,Home Office,Yvette Biti,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,2014-07-27,156.5,300.97,144.47,48,4745.68,4.0,144.48,4300.2,7.18,2014,7,3,2,144.47,6934.56,0.04,Low
5089-1,2015-08-10,Nora Price,Sydney,NSW,Corporate,Preston Senome,Medium,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2015-08-13,4.46,10.89,6.43,21,659.38,6.0,18.88,630.98,4.5,2015,8,3,3,6.43,135.03,0.06,Medium
5090-1,2015-02-04,David Smith,Sydney,NSW,Corporate,Mihael Khan,Medium,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,2015-02-06,54.29,90.48,36.19,24,995.28,5.0,39.81,955.47,19.99,2015,2,1,2,36.19,868.56,0.05,Low
5091-1,2014-01-14,Fred Wasserman,Sydney,NSW,Home Office,Leighton Forrest,Not Specified,Steady Major Accent Highlighters,Technology,Large Box,Regular Air,2014-01-17,3.75,7.08,3.33,29,247.56,0.0,14.75,125.77,2.35,2014,1,1,3,3.33,96.57,0.0,No Discount
5091-1,2013-05-10,Roy Collins,Sydney,NSW,Corporate,Natasha Song,High,Unpadded Memo Slips,Office Supplies,Small Box,Regular Air,2013-05-22,2.59,3.98,1.39,36,118.96,5.0,9.95,106.55,2.97,2013,5,2,12,1.39,50.04,0.05,Low
5092-1,2013-02-26,Natalie Webber,Sydney,NSW,Home Office,Phoebe Gour,High,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2013-02-26,3.84,6.3,2.46,38,133.48,4.0,12.35,127.73,0.5,2013,2,1,0,2.46,93.48,0.04,Low
5093-1,2013-02-11,Alex Russell,Melbourne,VIC,Small Business,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Small Box,Regular Air,2013-02-12,3.75,7.08,3.33,39,193.21,3.0,3.48,195.11,2.35,2013,2,1,1,3.33,129.87,0.03,Low
